"ms_id","pr_id","files","confFiles","chunks","confChunks","devs","code_churn","confCodeChurn","complexity","integrator.knew","formatting","merge.time.diff"
55215,4,16,5,467,27,2,2085,229,54,100,0,2214
55912,4,112,5,2793,19,13,26295,230,80,100,0,14893
56078,4,67,2,375,2,7,1886,22,88,100,0,17609
56743,4,124,14,3082,75,21,24742,1196,214,100,0,46980
56921,4,86,4,1388,42,15,12059,2193,151,100,0,2143
57061,4,16,1,59,1,1,379,5,2,100,0,225
57346,4,82,1,1801,13,3,26634,680,26,100,7.69230769230769,404974
57521,4,180,13,4644,139,25,37362,3787,434,100,0,28375
57610,4,23,5,3609,155,2,12240,2914,310,100,84.5161290322581,1029
57626,4,5,2,19,2,2,437,14,4,100,0,591
57660,4,4,2,8,2,2,16,10,4,100,0,1040
57662,4,9,1,49,1,2,3491,5,2,100,0,38
57678,4,31,1,215,1,2,457,5,2,100,0,959
77070,4,113,1,1882,19,31,16518,486,78,100,0,1065204
77130,4,7,2,35,2,2,102,10,4,100,0,118
77769,4,7,2,120,2,3,288,10,4,100,0,74021
77772,4,16,3,153,3,4,457,15,6,100,0,30
78753,4,7,3,54,3,2,142,15,6,100,0,171628
78872,4,11,2,65,2,1,233,10,4,100,0,693
80452,4,37,1,281,1,4,979,5,2,100,0,167
80615,4,116,2,4188,2,20,38042,14,4,100,0,190
80696,4,122,1,4505,1,27,27031,73,2,100,0,2219
80760,4,81,7,376,7,9,1316,35,14,100,0,114
81564,4,104,2,2516,2,22,15358,44,4,100,0,12816324
81572,4,119,11,2347,14,20,29446,136,28,100,0,61119
107152,4,5,1,7,1,1,35,8,2,100,0,127
109169,4,119,3,636,4,6,3488,25,2,100,0,138
141885,4,126,1,1946,1,11,6889,23,2,100,0,655
93763,27,14,1,131,1,2,302,5,2,100,0,87
93846,27,15,3,62,3,1,551,120,20,100,0,373
94005,27,38,2,268,4,4,511,21,8,100,0,754
94225,27,19,1,58,1,2,1072,11,2,100,0,924
94321,27,73,1,234,1,6,5682,13,3,100,0,6408
93771,63,22,1,95,1,4,587,116,2,100,0,1858790
5995,19,171,1,610,1,8,12181,6,2,100,0,9930
7064,19,3,1,6,1,2,31,16,2,100,0,1170
7602,19,36,1,122,1,1,502,5,2,100,0,253691
10213,19,2,1,2,1,2,8,7,2,100,0,111102
12780,19,8,2,23,2,2,391,80,9,50,0,836
19909,19,27,1,91,1,3,450,146,2,100,0,17217
22604,19,11,1,313,1,3,487,23,2,100,0,12371
22666,19,19,1,341,1,5,574,25,2,100,0,154
23331,19,53,3,1096,4,9,2076,88,10,100,0,8219
36214,19,37,2,90,2,6,505,26,4,50,0,498
39236,19,194,3,595,3,10,2114,19,6,66.6666666666667,0,7559
45588,19,126,8,607,9,4,2107,174,18,44.4444444444444,0,2954
45641,19,16,9,124,29,3,666,387,58,100,0,1083
46416,19,43,1,95,1,3,494,5,2,100,0,4207
47545,19,10,1,19,1,1,123,6,2,100,0,102
